Epoch	train_cost	val_cost	epoch_time	learing_rate
62	0.148015	0.150795	117.878s	0.001
63	0.148039	0.149415	117.744s	0.001
64	0.148101	0.146217	117.652s	0.001
65	0.147836	0.144195	117.637s	0.001
66	0.147734	0.151455	117.416s	0.001
67	0.147657	0.149602	117.47s	0.001
68	0.147576	0.144709	117.659s	0.001
69	0.14737	0.145892	117.026s	0.001
70	0.147554	0.150543	117.371s	0.001
71	0.147304	0.140391	117.728s	0.001
72	0.14738	0.144549	117.265s	0.001
73	0.147878	0.143053	117.599s	0.001
74	0.14674	0.143628	117.149s	0.001
75	0.147086	0.143059	117.379s	0.001
76	0.146879	0.143093	117.483s	0.001
77	0.146882	0.142552	117.486s	0.001
78	0.146416	0.1466	117.289s	0.001
79	0.146639	0.141319	117.081s	0.001
80	0.147132	0.142698	117.177s	0.001
81	0.146906	0.14	116.933s	0.001
82	0.146523	0.144715	117.189s	0.001
83	0.146651	0.148854	117.272s	0.001
84	0.146652	0.140723	117.346s	0.001
85	0.146834	0.140812	116.692s	0.001
86	0.146457	0.147586	116.871s	0.001
87	0.146026	0.145138	117.411s	0.001
88	0.145877	0.140202	117.958s	0.001
89	0.146321	0.14412	117.915s	0.001
90	0.145797	0.143498	117.573s	0.001
91	0.14606	0.141565	118.214s	0.001
92	0.145821	0.143202	117.954s	0.001
93	0.146304	0.146277	118.102s	0.001
94	0.14564	0.147801	117.771s	0.001
95	0.1435	0.136854	118.493s	0.0005
96	0.143101	0.137463	118.04s	0.0005
97	0.142994	0.139379	118.457s	0.0005
98	0.142503	0.13766	117.935s	0.0005
99	0.142006	0.1364	118.454s	0.0005
100	0.141862	0.137556	118.021s	0.0005
101	0.141695	0.138606	118.252s	0.0005
102	0.142223	0.138621	118.086s	0.0005
103	0.141744	0.13873	118.099s	0.0005
104	0.141608	0.137823	118.52s	0.0005
105	0.141312	0.138193	118.317s	0.0005
106	0.141105	0.139237	117.595s	0.0005
107	0.140797	0.136252	118.331s	0.0005
108	0.141057	0.136985	117.773s	0.0005
109	0.140731	0.13582	117.969s	0.0005
110	0.140602	0.137135	117.766s	0.0005
111	0.140842	0.13692	117.67s	0.0005
112	0.141179	0.137848	118.116s	0.0005
113	0.141291	0.136422	117.763s	0.0005
114	0.140943	0.137115	118.287s	0.0005
115	0.140545	0.138832	118.355s	0.0005
116	0.140416	0.136654	118.017s	0.0005
117	0.140538	0.13484	117.759s	0.0005
118	0.14045	0.135802	118.262s	0.0005
119	0.14037	0.1382	117.814s	0.0005
120	0.140365	0.136029	117.832s	0.0005
121	0.13996	0.141503	117.962s	0.0005
122	0.140285	0.136116	117.836s	0.0005
123	0.140515	0.13833	117.93s	0.0005
124	0.139698	0.138171	117.659s	0.0005
125	0.140304	0.138512	117.483s	0.0005
126	0.13994	0.137217	117.562s	0.0005
127	0.140199	0.1372	117.402s	0.0005
128	0.140326	0.136194	117.978s	0.0005
129	0.140208	0.134998	117.324s	0.0005
130	0.139936	0.139207	117.62s	0.0005
131	0.140054	0.136435	117.916s	0.0005
132	0.139559	0.136246	117.57s	0.0005
133	0.140158	0.135649	117.501s	0.0005
134	0.139797	0.142282	117.574s	0.0005
135	0.14008	0.13639	118.098s	0.0005
136	0.139727	0.138085	117.348s	0.0005
137	0.140041	0.136926	117.529s	0.0005
138	0.139396	0.135084	118.124s	0.0005
139	0.139771	0.135907	117.457s	0.0005
140	0.139307	0.136778	118.011s	0.0005
141	0.140078	0.138639	117.302s	0.0005
142	0.139971	0.134581	117.844s	0.0005
143	0.139523	0.137923	117.905s	0.0005
144	0.139652	0.135733	117.793s	0.0005
145	0.140062	0.136346	117.572s	0.0005
146	0.13914	0.136462	117.595s	0.0005
147	0.139272	0.13734	117.71s	0.0005
148	0.138993	0.13624	117.423s	0.0005
149	0.139769	0.137822	117.497s	0.0005
150	0.139362	0.135616	117.934s	0.0005
151	0.13934	0.135725	117.538s	0.0005
152	0.139259	0.136899	117.994s	0.0005
153	0.139796	0.135332	117.94s	0.0005
154	0.139087	0.135729	117.484s	0.0005
155	0.139466	0.135694	118.242s	0.0005
156	0.139049	0.137888	117.86s	0.0005
157	0.139584	0.136357	117.589s	0.0005
158	0.139359	0.136539	118.23s	0.0005
159	0.139142	0.136335	117.433s	0.0005
160	0.139351	0.135742	117.743s	0.0005
161	0.139568	0.138059	117.88s	0.0005
162	0.138936	0.135553	118.309s	0.0005
163	0.139003	0.138016	117.579s	0.0005
164	0.138707	0.136094	117.948s	0.0005
165	0.13889	0.13765	117.621s	0.0005
166	0.138769	0.139422	117.652s	0.0005
167	0.138755	0.135737	118.074s	0.0005
168	0.13862	0.137911	117.524s	0.0005
169	0.139098	0.138052	117.688s	0.0005
170	0.138853	0.137854	117.883s	0.0005
171	0.139338	0.139308	118.129s	0.0005
172	0.13921	0.13804	118.058s	0.0005
173	0.139033	0.135704	117.953s	0.0005
174	0.138961	0.138812	118.126s	0.0005
175	0.139238	0.136643	118.129s	0.0005
176	0.137394	0.134673	117.778s	0.00025
177	0.137216	0.133263	117.933s	0.00025
178	0.136908	0.134334	117.654s	0.00025
179	0.137288	0.134578	117.536s	0.00025
180	0.136785	0.133729	117.677s	0.00025
181	0.136728	0.134347	118.169s	0.00025
182	0.136524	0.134848	117.843s	0.00025
183	0.136521	0.134169	117.892s	0.00025
184	0.136327	0.134668	118.174s	0.00025
185	0.136047	0.133378	117.489s	0.00025
186	0.136355	0.134014	117.818s	0.00025
187	0.136435	0.1332	118.17s	0.00025
188	0.135771	0.135221	118.192s	0.00025
189	0.136022	0.133337	117.931s	0.00025
190	0.135613	0.132837	118.121s	0.00025
191	0.136254	0.133967	117.732s	0.00025
192	0.135776	0.13362	117.96s	0.00025
193	0.135682	0.133077	118.117s	0.00025
194	0.135914	0.134182	118.214s	0.00025
195	0.135968	0.134451	118.37s	0.00025
196	0.136023	0.133575	118.01s	0.00025
197	0.135884	0.133381	118.624s	0.00025
198	0.136128	0.133809	118.602s	0.00025
199	0.135872	0.133958	118.326s	0.00025
200	0.135853	0.132778	118.676s	0.00025
201	0.135446	0.133486	118.504s	0.00025
202	0.135961	0.13387	118.598s	0.00025
203	0.135405	0.133925	118.768s	0.00025
204	0.135461	0.132585	118.713s	0.00025
205	0.135063	0.133314	117.979s	0.00025
206	0.135426	0.132543	118.046s	0.00025
207	0.135549	0.13382	118.37s	0.00025
208	0.135678	0.133248	117.691s	0.00025
209	0.135149	0.133071	117.694s	0.00025
210	0.135877	0.132888	118.266s	0.00025
211	0.135555	0.133785	117.511s	0.00025
212	0.135085	0.134563	118.106s	0.00025
213	0.135526	0.134004	117.754s	0.00025
214	0.135252	0.132321	117.691s	0.00025
215	0.135491	0.132949	118.289s	0.00025
216	0.134499	0.133855	117.92s	0.00025
217	0.135401	0.133366	118.212s	0.00025
218	0.135206	0.133333	117.825s	0.00025
219	0.135226	0.134298	117.798s	0.00025
220	0.135278	0.132624	117.916s	0.00025
221	0.135265	0.133029	117.506s	0.00025
222	0.134742	0.13303	117.442s	0.00025
223	0.134921	0.133393	117.705s	0.00025
224	0.135204	0.134166	117.808s	0.00025
225	0.135166	0.13529	117.924s	0.00025
226	0.135072	0.133392	118.084s	0.00025
227	0.134812	0.134453	117.67s	0.00025
228	0.134866	0.132146	117.78s	0.00025
229	0.134991	0.132257	118.39s	0.00025
230	0.134978	0.135075	117.604s	0.00025
231	0.134772	0.13352	117.817s	0.00025
232	0.134724	0.133848	117.63s	0.00025
233	0.134594	0.135329	117.782s	0.00025
234	0.135007	0.133742	117.387s	0.00025
235	0.134878	0.132552	117.375s	0.00025
236	0.135151	0.133236	117.562s	0.00025
237	0.134792	0.133227	117.909s	0.00025
238	0.134802	0.132913	117.982s	0.00025
239	0.134506	0.133432	117.702s	0.00025
240	0.134911	0.133133	117.57s	0.00025
241	0.134504	0.133421	118.052s	0.00025
242	0.134794	0.133982	118.437s	0.00025
243	0.134784	0.133384	118.084s	0.00025
244	0.134737	0.132482	118.441s	0.00025
245	0.134831	0.133962	118.036s	0.00025
246	0.134789	0.133639	118.305s	0.00025
247	0.134687	0.133649	118.168s	0.00025
248	0.134416	0.132988	118.661s	0.00025
249	0.134643	0.13176	118.5s	0.00025
250	0.135147	0.133807	119.047s	0.00025
251	0.13502	0.134173	118.373s	0.00025
252	0.134443	0.133913	118.488s	0.00025
253	0.135037	0.134478	118.902s	0.00025
254	0.134572	0.132362	118.671s	0.00025
255	0.134718	0.133037	118.462s	0.00025
256	0.134264	0.135095	118.973s	0.00025
257	0.134664	0.133496	118.232s	0.00025
258	0.134567	0.133091	118.655s	0.00025
259	0.134673	0.134483	118.41s	0.00025
260	0.134006	0.131583	118.37s	0.000125
261	0.13336	0.132291	118.376s	0.000125
262	0.133392	0.132041	118.26s	0.000125
263	0.133196	0.132014	118.821s	0.000125
264	0.133087	0.131494	118.151s	0.000125
265	0.13313	0.132074	118.649s	0.000125
266	0.132588	0.133027	118.272s	0.000125
267	0.133086	0.132257	119.003s	0.000125
268	0.132911	0.131576	118.463s	0.000125
269	0.132938	0.132105	118.563s	0.000125
270	0.13331	0.13181	118.142s	0.000125
271	0.13312	0.13166	118.15s	0.000125
272	0.132829	0.13173	118.452s	0.000125
273	0.132708	0.131378	118.115s	0.000125
274	0.132951	0.131443	118.259s	0.000125
275	0.133139	0.132136	118.082s	0.000125
276	0.132834	0.131821	118.054s	0.000125
277	0.132806	0.131401	118.485s	0.000125
278	0.132558	0.131711	118.025s	0.000125
279	0.132587	0.13118	118.034s	0.000125
280	0.133017	0.131575	118.786s	0.000125
281	0.132641	0.131573	118.515s	0.000125
282	0.132905	0.131546	118.282s	0.000125
283	0.132723	0.132543	118.258s	0.000125
284	0.132328	0.131906	118.339s	0.000125
285	0.132419	0.132092	118.03s	0.000125
286	0.132471	0.131689	117.894s	0.000125
287	0.132372	0.131828	118.169s	0.000125
288	0.1323	0.132779	118.339s	0.000125
289	0.132552	0.131449	117.772s	0.000125
290	0.132509	0.131132	118.345s	0.000125
291	0.132649	0.132754	118.051s	0.000125
292	0.132257	0.132698	118.831s	0.000125
293	0.132475	0.133021	118.128s	0.000125
294	0.132531	0.131953	118.23s	0.000125
295	0.132876	0.131478	118.005s	0.000125
296	0.132579	0.131699	117.913s	0.000125
297	0.132098	0.132102	118.393s	0.000125
298	0.131996	0.132006	118.174s	0.000125
299	0.132169	0.131457	118.119s	0.000125
300	0.132325	0.132287	118.32s	0.000125
301	0.13221	0.131869	118.124s	0.000125
302	0.132068	0.131775	118.097s	0.000125
303	0.132016	0.130945	118.219s	0.000125
304	0.132503	0.132211	118.472s	0.000125
305	0.132407	0.131034	118.666s	0.000125
306	0.132471	0.131766	118.2s	0.000125
307	0.132165	0.132525	118.189s	0.000125
308	0.132202	0.131709	118.135s	0.000125
309	0.131963	0.131648	118.212s	0.000125
310	0.131781	0.131841	117.947s	0.000125
311	0.132096	0.131456	118.134s	0.000125
312	0.131829	0.132153	117.402s	0.000125
313	0.13212	0.133499	117.628s	0.000125
314	0.131736	0.132791	116.709s	0.000125
315	0.132002	0.132046	117.303s	0.000125
316	0.131525	0.13185	116.393s	0.000125
317	0.13192	0.133445	116.283s	0.000125
318	0.132109	0.132072	116.697s	0.000125
319	0.132321	0.131781	116.172s	0.000125
320	0.131901	0.13185	116.5s	0.000125
321	0.131753	0.132103	116.585s	0.000125
322	0.131728	0.131998	116.488s	0.000125
323	0.132029	0.1325	116.674s	0.000125
324	0.131835	0.132086	117.145s	0.000125
325	0.132132	0.132485	117.401s	0.000125
326	0.131617	0.131725	118.016s	0.000125
327	0.131654	0.131619	118.285s	0.000125
328	0.131894	0.131004	117.722s	0.000125
329	0.132299	0.132212	118.148s	0.000125
330	0.131895	0.132216	117.894s	0.000125
331	0.131808	0.13191	118.11s	0.000125
332	0.131426	0.131583	118.092s	0.000125
333	0.131698	0.132827	117.978s	0.000125
334	0.13185	0.132136	118.424s	0.000125
335	0.131429	0.132827	117.877s	0.000125
336	0.131512	0.131842	118.035s	0.000125
337	0.131817	0.132248	118.445s	0.000125
338	0.131966	0.13145	117.949s	0.000125
339	0.131713	0.131641	118.554s	0.000125
340	0.13144	0.131496	117.716s	0.000125
341	0.131249	0.131189	118.652s	6.25e-05
342	0.130943	0.131828	118.398s	6.25e-05
343	0.130921	0.131663	118.379s	6.25e-05
344	0.131322	0.131727	118.322s	6.25e-05
345	0.131312	0.131701	118.366s	6.25e-05
346	0.131238	0.131399	118.476s	6.25e-05
347	0.131218	0.131838	118.354s	6.25e-05
348	0.130598	0.131033	118.034s	6.25e-05
349	0.130922	0.131125	117.95s	6.25e-05
350	0.130613	0.131606	118.068s	6.25e-05
351	0.130676	0.131298	117.828s	6.25e-05
352	0.130516	0.131293	118.445s	6.25e-05
353	0.130649	0.131635	118.178s	6.25e-05
354	0.130668	0.131753	118.189s	6.25e-05
355	0.130363	0.13176	118.569s	6.25e-05
356	0.130362	0.132032	117.929s	6.25e-05
357	0.130462	0.132054	117.978s	6.25e-05
358	0.130501	0.131956	118.443s	6.25e-05
359	0.130714	0.131526	118.273s	6.25e-05
360	0.130467	0.131156	118.1s	6.25e-05
361	0.130937	0.131303	118.065s	6.25e-05
362	0.130742	0.131629	118.311s	6.25e-05
363	0.130261	0.131038	117.93s	6.25e-05
364	0.130773	0.131502	118.572s	6.25e-05
365	0.130603	0.131097	117.984s	6.25e-05
366	0.130581	0.131688	118.478s	6.25e-05
367	0.130108	0.131648	117.862s	6.25e-05
368	0.130571	0.131232	118.004s	6.25e-05
369	0.130547	0.132074	118.241s	6.25e-05
370	0.130666	0.131007	118.031s	6.25e-05
371	0.130119	0.131516	117.978s	6.25e-05
372	0.130087	0.131015	118.682s	6.25e-05
373	0.130537	0.131646	117.819s	6.25e-05
374	0.130201	0.131918	118.323s	6.25e-05
375	0.130139	0.131138	117.694s	6.25e-05
376	0.130165	0.131537	117.727s	6.25e-05
377	0.130318	0.131485	118.054s	6.25e-05
378	0.130674	0.13135	117.863s	6.25e-05
379	0.130363	0.131013	118.378s	6.25e-05
380	0.130309	0.131888	117.836s	6.25e-05
381	0.130114	0.131079	118.165s	6.25e-05
382	0.130365	0.132169	117.859s	6.25e-05
383	0.130163	0.13257	117.969s	6.25e-05
384	0.130138	0.13169	118.405s	6.25e-05
385	0.130283	0.131687	117.984s	6.25e-05
386	0.130322	0.131773	117.987s	6.25e-05
387	0.13026	0.131195	117.8s	6.25e-05
388	0.130793	0.131582	117.763s	6.25e-05
389	0.130135	0.131703	118.144s	6.25e-05
390	0.130105	0.130997	118.374s	6.25e-05
391	0.129916	0.131494	117.915s	6.25e-05
392	0.130259	0.131642	117.941s	6.25e-05
393	0.129937	0.131407	118.11s	6.25e-05
394	0.129714	0.131375	117.797s	6.25e-05
395	0.129955	0.131283	118.267s	6.25e-05
396	0.1301	0.131359	118.157s	6.25e-05
397	0.13011	0.131671	117.912s	6.25e-05
398	0.130191	0.131208	118.485s	6.25e-05
399	0.130008	0.130604	118.659s	6.25e-05
400	0.130056	0.131406	118.369s	6.25e-05
401	0.12982	0.131037	118.099s	6.25e-05
402	0.129977	0.131068	118.21s	6.25e-05
403	0.130031	0.131341	117.931s	6.25e-05
404	0.130215	0.131295	118.201s	6.25e-05
405	0.130161	0.131253	118.463s	6.25e-05
406	0.129753	0.132756	117.939s	6.25e-05
407	0.129798	0.13139	118.009s	6.25e-05
408	0.130014	0.131246	118.105s	6.25e-05
409	0.129745	0.131464	118.287s	6.25e-05
410	0.129511	0.131532	117.965s	6.25e-05
411	0.129812	0.131469	117.802s	6.25e-05
412	0.129912	0.131487	118.078s	6.25e-05
413	0.13015	0.13179	118.227s	6.25e-05
414	0.129982	0.131928	118.838s	6.25e-05
415	0.129908	0.131413	118.38s	6.25e-05
416	0.129874	0.131248	118.465s	6.25e-05
417	0.129792	0.131024	117.911s	3.125e-05
418	0.129549	0.131244	118.404s	3.125e-05
419	0.129479	0.130926	117.904s	3.125e-05
420	0.129388	0.131336	118.004s	3.125e-05
421	0.129492	0.131295	118.021s	3.125e-05
422	0.129268	0.130849	117.873s	3.125e-05
423	0.129584	0.131334	117.702s	3.125e-05
424	0.129368	0.131374	118.128s	3.125e-05
425	0.129232	0.131281	117.825s	3.125e-05
426	0.129191	0.131397	118.23s	3.125e-05
427	0.129106	0.131321	117.602s	3.125e-05
428	0.129926	0.131058	118.282s	3.125e-05
429	0.129761	0.131727	117.948s	3.125e-05
430	0.12963	0.131252	117.924s	3.125e-05
431	0.129492	0.130846	117.896s	3.125e-05
432	0.129491	0.131539	117.787s	3.125e-05
433	0.12942	0.131182	118.41s	3.125e-05
434	0.129101	0.131171	118.178s	3.125e-05
435	0.128711	0.131091	117.812s	3.125e-05
436	0.129044	0.13093	118.05s	3.125e-05
437	0.129185	0.131128	117.803s	3.125e-05
438	0.129369	0.131073	117.9s	3.125e-05
439	0.129093	0.131191	117.549s	3.125e-05
440	0.12936	0.131682	117.766s	3.125e-05
441	0.129145	0.131583	118.031s	3.125e-05
442	0.128991	0.131293	118.177s	3.125e-05
443	0.12959	0.13138	117.69s	3.125e-05
444	0.128944	0.131268	118.16s	3.125e-05
445	0.129139	0.13154	117.53s	3.125e-05
446	0.129277	0.130791	117.839s	3.125e-05
447	0.129455	0.131205	117.78s	3.125e-05
448	0.129334	0.13122	117.839s	3.125e-05
449	0.129439	0.131313	118.288s	3.125e-05
450	0.129681	0.131284	117.921s	3.125e-05
451	0.129202	0.131251	117.851s	3.125e-05
452	0.12908	0.131226	117.776s	3.125e-05
453	0.129264	0.131253	117.643s	3.125e-05
454	0.12901	0.13119	118.125s	3.125e-05
455	0.129547	0.131487	117.538s	3.125e-05
456	0.129061	0.131182	117.938s	3.125e-05
457	0.12862	0.131405	118.253s	3.125e-05
458	0.129108	0.131266	117.686s	3.125e-05
459	0.12937	0.131222	117.678s	3.125e-05
460	0.129383	0.131524	118.285s	3.125e-05
461	0.129043	0.131182	117.462s	3.125e-05
462	0.129102	0.13111	117.937s	3.125e-05
463	0.128807	0.131278	117.446s	3.125e-05
464	0.129123	0.13142	117.601s	3.125e-05
465	0.128982	0.131339	117.612s	3.125e-05
466	0.128849	0.131459	118.094s	3.125e-05
467	0.129212	0.131701	118.018s	3.125e-05
468	0.129291	0.131262	117.737s	3.125e-05
469	0.129109	0.131319	118.279s	3.125e-05
470	0.128934	0.131189	118.025s	3.125e-05
471	0.128591	0.131405	118.41s	3.125e-05
472	0.128751	0.131496	117.755s	3.125e-05
473	0.129244	0.131315	117.88s	3.125e-05
474	0.129051	0.131355	117.809s	3.125e-05
475	0.129243	0.13138	117.636s	3.125e-05
476	0.12922	0.131093	118.04s	3.125e-05
477	0.128833	0.131897	118.128s	3.125e-05
478	0.128989	0.13129	117.868s	3.125e-05
479	0.129383	0.131377	117.747s	3.125e-05
480	0.12916	0.131615	117.912s	3.125e-05
481	0.128772	0.131491	117.888s	3.125e-05
482	0.128751	0.131559	117.845s	3.125e-05
483	0.129193	0.131816	117.829s	3.125e-05
484	0.128899	0.131393	117.939s	3.125e-05
485	0.128952	0.13135	117.937s	3.125e-05
486	0.129054	0.13158	118.454s	3.125e-05
487	0.128561	0.131742	118.121s	3.125e-05
488	0.128983	0.131771	118.022s	3.125e-05
489	0.128913	0.131395	118.039s	3.125e-05
490	0.128889	0.131283	117.924s	3.125e-05
491	0.128609	0.131683	117.967s	3.125e-05
492	0.128963	0.131169	117.894s	1.5625e-05
493	0.128694	0.131326	117.52s	1.5625e-05
494	0.128551	0.131293	117.624s	1.5625e-05
495	0.129118	0.131226	117.584s	1.5625e-05
496	0.128131	0.131346	117.711s	1.5625e-05
497	0.128375	0.131277	117.809s	1.5625e-05
498	0.128676	0.131305	117.526s	1.5625e-05
499	0.128412	0.131169	118.368s	1.5625e-05
500	0.128475	0.131416	118.285s	1.5625e-05
501	0.128718	0.131305	117.772s	1.5625e-05
502	0.128593	0.131363	117.902s	1.5625e-05
503	0.128443	0.131461	117.751s	1.5625e-05
504	0.128755	0.131163	117.804s	1.5625e-05
505	0.12873	0.131263	118.127s	1.5625e-05
506	0.128195	0.131289	118.169s	1.5625e-05
507	0.128741	0.131124	117.998s	1.5625e-05
508	0.128934	0.131279	118.257s	1.5625e-05
509	0.128764	0.131294	117.976s	1.5625e-05
510	0.12832	0.131149	118.306s	1.5625e-05
511	0.128652	0.131438	118.338s	1.5625e-05
512	0.128339	0.131291	118.011s	1.5625e-05
513	0.128293	0.131428	118.102s	1.5625e-05
514	0.128868	0.131431	117.835s	1.5625e-05
515	0.128784	0.131291	117.608s	1.5625e-05
516	0.128559	0.131381	118.062s	1.5625e-05
517	0.128782	0.131389	118.128s	1.5625e-05
518	0.128156	0.131254	118.08s	1.5625e-05
519	0.128398	0.131132	117.785s	1.5625e-05
520	0.128322	0.131211	117.633s	1.5625e-05
521	0.128486	0.131245	117.653s	1.5625e-05
522	0.128663	0.131175	117.972s	1.5625e-05
523	0.128483	0.131073	117.418s	1.5625e-05
524	0.12836	0.131323	117.563s	1.5625e-05
525	0.128556	0.131256	117.452s	1.5625e-05
526	0.128257	0.131137	117.745s	1.5625e-05
527	0.12891	0.131272	117.518s	1.5625e-05
528	0.128535	0.131144	117.808s	1.5625e-05
529	0.128566	0.131195	117.513s	1.5625e-05
530	0.128675	0.130968	117.687s	1.5625e-05
531	0.12832	0.131102	117.422s	1.5625e-05
532	0.128682	0.130932	118.099s	1.5625e-05
533	0.128786	0.131231	117.348s	1.5625e-05
534	0.128655	0.130989	118.18s	1.5625e-05
535	0.128954	0.131019	117.738s	1.5625e-05
536	0.128316	0.131245	118.21s	1.5625e-05
537	0.127978	0.131132	117.566s	1.5625e-05
538	0.128718	0.131245	117.979s	1.5625e-05
539	0.128506	0.131065	117.812s	1.5625e-05
540	0.128424	0.131301	117.652s	1.5625e-05
541	0.128582	0.131081	117.691s	1.5625e-05
542	0.128401	0.131001	117.939s	1.5625e-05
543	0.128775	0.131583	117.929s	1.5625e-05
544	0.12864	0.131357	118.438s	1.5625e-05
545	0.128177	0.130927	117.543s	1.5625e-05
546	0.128537	0.131132	118.227s	1.5625e-05
547	0.128472	0.131032	117.637s	1.5625e-05
548	0.128391	0.13141	118.517s	1.5625e-05
549	0.128245	0.131279	118.092s	1.5625e-05
550	0.128169	0.131243	118.588s	1.5625e-05
551	0.128377	0.131254	117.997s	1.5625e-05
552	0.128578	0.130996	117.993s	1.5625e-05
553	0.128443	0.131052	118.29s	1.5625e-05
554	0.128794	0.131149	117.739s	1.5625e-05
555	0.128361	0.13114	118.125s	1.5625e-05
556	0.128485	0.131048	117.948s	1.5625e-05
557	0.128303	0.131079	117.795s	1.5625e-05
558	0.12887	0.131052	118.187s	1.5625e-05
559	0.128553	0.131084	117.859s	1.5625e-05
560	0.128362	0.131318	118.073s	1.5625e-05
561	0.128288	0.131312	117.906s	1.5625e-05
562	0.128082	0.130879	117.889s	1.5625e-05
563	0.127921	0.131014	117.871s	1.5625e-05
564	0.128943	0.131152	117.956s	1.5625e-05
565	0.128688	0.131233	117.985s	1.5625e-05
566	0.12815	0.131223	118.495s	1.5625e-05
567	0.128126	0.131022	117.641s	7.8125e-06
568	0.128401	0.131088	118.509s	7.8125e-06
569	0.128343	0.131198	118.067s	7.8125e-06
570	0.128357	0.131195	117.945s	7.8125e-06
571	0.12854	0.131145	118.545s	7.8125e-06
572	0.128326	0.131167	117.854s	7.8125e-06
573	0.12831	0.131161	117.772s	7.8125e-06
574	0.12888	0.131201	117.678s	7.8125e-06
575	0.128423	0.131217	118.041s	7.8125e-06
576	0.128121	0.131091	118.074s	7.8125e-06
577	0.12811	0.131231	117.745s	7.8125e-06
578	0.128052	0.131074	118.204s	7.8125e-06
579	0.128075	0.131182	117.902s	7.8125e-06
580	0.128547	0.131283	118.207s	7.8125e-06
581	0.128382	0.131124	117.883s	7.8125e-06
582	0.128289	0.131244	117.868s	7.8125e-06
583	0.128531	0.13121	117.897s	7.8125e-06
584	0.128262	0.131186	118.246s	7.8125e-06
585	0.127947	0.130983	118.188s	7.8125e-06
586	0.12811	0.131167	117.726s	7.8125e-06
587	0.127971	0.131265	117.889s	7.8125e-06
588	0.128178	0.131245	118.374s	7.8125e-06
589	0.128828	0.131087	118.115s	7.8125e-06
590	0.128071	0.131155	118.067s	7.8125e-06
591	0.12814	0.13128	118.022s	7.8125e-06
592	0.128338	0.131022	117.728s	7.8125e-06
593	0.128356	0.13124	117.748s	7.8125e-06
594	0.128257	0.131177	118.135s	7.8125e-06
595	0.128077	0.131174	118.061s	7.8125e-06
596	0.128226	0.131256	118.195s	7.8125e-06
597	0.128179	0.131168	117.776s	7.8125e-06
598	0.128177	0.131191	117.801s	7.8125e-06
599	0.128037	0.131095	117.538s	7.8125e-06
600	0.127917	0.131193	117.96s	7.8125e-06
