Epoch	train_cost	val_cost	epoch_time	learing_rate
52	0.150233	0.147819	55.6141s	0.001
53	0.15029	0.146173	56.0372s	0.001
54	0.15049	0.145165	55.9009s	0.001
55	0.150103	0.146049	55.8556s	0.001
56	0.150125	0.146081	56.8915s	0.001
57	0.149705	0.145794	55.447s	0.001
58	0.150079	0.145339	55.1401s	0.001
59	0.149992	0.145454	55.1835s	0.001
60	0.149418	0.144721	55.3077s	0.001
61	0.149913	0.145541	55.1558s	0.001
62	0.14952	0.147095	55.5355s	0.001
63	0.15009	0.144309	55.0034s	0.001
64	0.149423	0.145514	55.5788s	0.001
65	0.149471	0.144583	55.5699s	0.001
66	0.149352	0.148424	55.5723s	0.001
67	0.149008	0.14726	55.6539s	0.001
68	0.149427	0.146	55.5823s	0.001
69	0.149063	0.145754	55.5713s	0.001
70	0.148978	0.144495	56.238s	0.001
71	0.148878	0.144383	55.7066s	0.001
72	0.149012	0.145117	55.8581s	0.001
73	0.149353	0.144858	55.9285s	0.001
74	0.148991	0.14442	55.2318s	0.001
75	0.148711	0.146481	55.4724s	0.001
76	0.148922	0.14489	55.9718s	0.001
77	0.148805	0.14451	55.4492s	0.001
78	0.149013	0.145117	55.7795s	0.001
79	0.148427	0.14617	55.7193s	0.001
80	0.148716	0.14353	57.4923s	0.001
81	0.148555	0.144943	56.0738s	0.001
82	0.148555	0.143541	56.1161s	0.001
83	0.148692	0.145892	57.056s	0.001
84	0.148499	0.145049	55.6513s	0.001
85	0.148465	0.145495	58.3111s	0.001
86	0.148666	0.144783	55.8969s	0.001
87	0.147816	0.145944	55.9988s	0.001
88	0.148356	0.145374	55.4224s	0.001
89	0.148143	0.14385	55.8702s	0.001
90	0.147924	0.146683	55.9916s	0.001
91	0.147851	0.146136	55.2554s	0.001
92	0.148572	0.144736	55.706s	0.001
93	0.147994	0.145893	55.7255s	0.001
94	0.146327	0.143323	55.7703s	0.0005
95	0.145382	0.144042	55.6164s	0.0005
96	0.144882	0.141227	55.4773s	0.0005
97	0.144505	0.141671	55.1396s	0.0005
98	0.144464	0.141429	55.8721s	0.0005
99	0.143675	0.141862	55.5705s	0.0005
100	0.143383	0.141331	55.8718s	0.0005
101	0.1432	0.14101	58.2367s	0.0005
102	0.143203	0.14083	55.1918s	0.0005
103	0.143371	0.14118	55.5078s	0.0005
104	0.142944	0.142212	55.6679s	0.0005
105	0.142967	0.140197	55.6603s	0.0005
106	0.142469	0.139739	56.4756s	0.0005
107	0.142465	0.140108	55.1858s	0.0005
108	0.142639	0.140415	55.0796s	0.0005
109	0.142136	0.140825	55.596s	0.0005
110	0.142195	0.140227	55.0879s	0.0005
111	0.142803	0.139663	55.3236s	0.0005
112	0.141876	0.141456	55.2718s	0.0005
113	0.14208	0.140579	55.4848s	0.0005
114	0.141941	0.140001	55.7493s	0.0005
115	0.14138	0.141815	55.5223s	0.0005
116	0.142012	0.140482	55.7343s	0.0005
117	0.14184	0.140578	55.4181s	0.0005
118	0.141391	0.143273	55.7602s	0.0005
119	0.141681	0.141044	55.5695s	0.0005
120	0.141861	0.139348	55.8184s	0.0005
121	0.141431	0.139706	58.2098s	0.0005
122	0.14141	0.14071	55.2093s	0.0005
123	0.141598	0.140853	54.9624s	0.0005
124	0.141497	0.140578	55.1031s	0.0005
125	0.141001	0.141735	55.0645s	0.0005
126	0.141388	0.139781	54.9823s	0.0005
127	0.141223	0.139335	55.5049s	0.0005
128	0.141475	0.140446	55.7085s	0.0005
129	0.141123	0.140238	55.3986s	0.0005
130	0.141062	0.140242	55.5197s	0.0005
131	0.140832	0.138689	55.2848s	0.0005
132	0.141261	0.139484	55.4031s	0.0005
133	0.140748	0.139691	55.6217s	0.0005
134	0.140997	0.139386	54.9954s	0.0005
135	0.140802	0.139524	55.0419s	0.0005
136	0.140873	0.140638	56.964s	0.0005
137	0.141318	0.139114	55.3917s	0.0005
138	0.141259	0.14077	55.6188s	0.0005
139	0.140675	0.140023	55.4935s	0.0005
140	0.140849	0.138779	55.2505s	0.0005
141	0.140734	0.139905	54.8606s	0.0005
142	0.140508	0.139058	55.0604s	0.0005
143	0.140932	0.138964	55.8341s	0.0005
144	0.140825	0.13853	57.4975s	0.0005
145	0.14078	0.139168	55.6405s	0.0005
146	0.140896	0.138976	59.7012s	0.0005
147	0.140699	0.14027	55.2098s	0.0005
148	0.140867	0.13959	55.6245s	0.0005
149	0.140735	0.139867	55.3853s	0.0005
150	0.140787	0.139009	55.5391s	0.0005
151	0.140709	0.139274	55.2036s	0.0005
152	0.140227	0.139983	55.6008s	0.0005
153	0.14063	0.140102	57.0456s	0.0005
154	0.140617	0.139875	55.5917s	0.0005
155	0.140356	0.140175	55.5495s	0.0005
156	0.140883	0.139847	55.6991s	0.0005
157	0.140419	0.138507	55.5791s	0.0005
158	0.140114	0.139718	55.5935s	0.0005
159	0.140312	0.139547	55.4649s	0.0005
160	0.140402	0.139833	55.5109s	0.0005
161	0.140602	0.140257	55.2509s	0.0005
162	0.140365	0.138803	57.2744s	0.0005
163	0.140295	0.139996	58.0024s	0.0005
164	0.140377	0.138635	54.9836s	0.0005
165	0.140018	0.138741	56.3814s	0.0005
166	0.140352	0.139957	55.5681s	0.0005
167	0.140944	0.140753	55.2795s	0.0005
168	0.14055	0.140393	55.7516s	0.0005
169	0.140386	0.140239	55.449s	0.0005
170	0.140374	0.139266	55.6571s	0.0005
171	0.140171	0.139939	55.8258s	0.0005
172	0.140368	0.140433	55.3198s	0.0005
173	0.140732	0.139034	56.1602s	0.0005
174	0.140676	0.139737	55.4697s	0.0005
175	0.139931	0.139875	55.3413s	0.0005
176	0.140169	0.14002	55.0034s	0.0005
177	0.140035	0.139275	55.5275s	0.0005
178	0.140169	0.14038	56.589s	0.0005
179	0.140168	0.140058	55.5427s	0.0005
180	0.140168	0.139296	55.3419s	0.0005
181	0.138719	0.138605	55.5692s	0.00025
182	0.138766	0.137112	55.5379s	0.00025
183	0.138269	0.137667	55.4236s	0.00025
184	0.138341	0.138077	54.7839s	0.00025
185	0.137813	0.138438	54.8811s	0.00025
186	0.137599	0.138049	56.5435s	0.00025
187	0.13752	0.137708	55.5063s	0.00025
188	0.137418	0.137145	55.3405s	0.00025
189	0.137052	0.137486	55.7411s	0.00025
190	0.137687	0.137428	55.2896s	0.00025
191	0.136749	0.137249	55.3497s	0.00025
192	0.136783	0.137439	55.7847s	0.00025
193	0.137064	0.138411	55.7118s	0.00025
194	0.137099	0.137524	55.3763s	0.00025
195	0.136963	0.13725	54.9414s	0.00025
196	0.137131	0.137725	55.4223s	0.00025
197	0.136713	0.137633	55.1379s	0.00025
198	0.136547	0.13755	54.8696s	0.00025
199	0.136752	0.137382	54.8314s	0.00025
200	0.136552	0.137753	56.3301s	0.00025
201	0.136204	0.13757	55.5984s	0.00025
202	0.136465	0.137245	55.5598s	0.00025
203	0.13652	0.137619	55.2769s	0.00025
204	0.136054	0.137203	56.1254s	0.00025
205	0.136247	0.137138	55.3752s	0.00025
206	0.136151	0.137251	55.0497s	0.00025
207	0.136214	0.136823	55.1666s	0.00025
208	0.136178	0.137161	55.3508s	0.00025
209	0.136394	0.137336	55.4786s	0.00025
210	0.136071	0.136566	56.7863s	0.00025
211	0.135947	0.137379	55.5223s	0.00025
212	0.135454	0.136433	55.6038s	0.00025
213	0.135434	0.13734	54.8014s	0.00025
214	0.135542	0.136141	55.4768s	0.00025
215	0.135472	0.137199	55.599s	0.00025
216	0.135781	0.136908	55.2636s	0.00025
217	0.135738	0.136417	55.4014s	0.00025
218	0.135941	0.137632	56.0798s	0.00025
219	0.135918	0.136408	55.2348s	0.00025
220	0.135912	0.136874	55.4471s	0.00025
221	0.135549	0.137654	56.1143s	0.00025
222	0.135682	0.137551	55.0576s	0.00025
223	0.135588	0.137502	57.1801s	0.00025
224	0.135782	0.136008	55.4284s	0.00025
225	0.1356	0.13707	55.4391s	0.00025
226	0.135661	0.137272	55.6243s	0.00025
227	0.135445	0.137143	54.9653s	0.00025
228	0.135192	0.137187	55.1145s	0.00025
229	0.135667	0.136699	55.6718s	0.00025
230	0.135525	0.136653	60.4553s	0.00025
231	0.135282	0.137352	55.533s	0.00025
232	0.135479	0.136704	55.5315s	0.00025
233	0.134869	0.136216	55.6792s	0.00025
234	0.135421	0.136385	55.6055s	0.00025
235	0.135195	0.136332	55.0874s	0.00025
236	0.13487	0.137865	59.1318s	0.00025
237	0.135104	0.136221	57.9508s	0.00025
238	0.135322	0.136638	55.5818s	0.00025
239	0.135249	0.136767	55.2506s	0.00025
240	0.134714	0.136179	59.136s	0.00025
241	0.135051	0.137253	55.5617s	0.00025
242	0.135144	0.136373	55.3396s	0.00025
243	0.135274	0.137087	55.1824s	0.00025
244	0.135049	0.136762	55.9617s	0.00025
245	0.135301	0.136207	55.3403s	0.00025
246	0.135275	0.135798	56.2206s	0.00025
247	0.134897	0.137073	55.7638s	0.00025
248	0.135197	0.136384	56.0183s	0.00025
249	0.134869	0.13637	56.1206s	0.00025
250	0.135549	0.136969	56.8451s	0.00025
251	0.13486	0.136294	55.7733s	0.00025
252	0.134591	0.136689	56.0363s	0.00025
253	0.134705	0.136151	56.2973s	0.00025
254	0.134678	0.137102	55.4356s	0.00025
255	0.134854	0.136332	55.5889s	0.00025
256	0.134685	0.136871	55.3422s	0.00025
257	0.134765	0.136449	55.6973s	0.00025
258	0.13466	0.136477	55.7052s	0.00025
259	0.135003	0.136344	55.211s	0.00025
260	0.135137	0.13623	55.5529s	0.00025
261	0.134614	0.137814	55.6251s	0.00025
262	0.134376	0.136514	55.9148s	0.00025
263	0.133809	0.13554	55.606s	0.000125
264	0.133582	0.136325	56.1625s	0.000125
265	0.133566	0.135361	55.7446s	0.000125
266	0.133735	0.135355	55.7015s	0.000125
267	0.132977	0.135284	55.0577s	0.000125
268	0.132937	0.135362	55.3309s	0.000125
269	0.133162	0.135009	55.5594s	0.000125
270	0.13298	0.135245	55.301s	0.000125
271	0.13301	0.135334	55.6566s	0.000125
272	0.132756	0.135197	55.5907s	0.000125
273	0.132738	0.135236	55.7102s	0.000125
274	0.132838	0.135915	55.5688s	0.000125
275	0.133131	0.135001	55.4642s	0.000125
276	0.132667	0.135419	55.3245s	0.000125
277	0.13248	0.135686	56.6006s	0.000125
278	0.132648	0.134999	55.7354s	0.000125
279	0.132266	0.135609	55.5355s	0.000125
280	0.132689	0.135481	55.6414s	0.000125
281	0.13281	0.135177	55.5846s	0.000125
282	0.132779	0.135224	55.479s	0.000125
283	0.132448	0.135079	55.6616s	0.000125
284	0.132317	0.135144	55.2446s	0.000125
285	0.132477	0.134903	55.5546s	0.000125
286	0.132238	0.135357	55.1786s	0.000125
287	0.13222	0.135481	55.2496s	0.000125
288	0.132584	0.135371	55.5006s	0.000125
289	0.132338	0.135162	55.5907s	0.000125
290	0.132025	0.135299	55.1226s	0.000125
291	0.13231	0.135919	55.4646s	0.000125
292	0.131753	0.135106	55.7251s	0.000125
293	0.132468	0.135538	56.0237s	0.000125
294	0.131663	0.134961	56.5279s	0.000125
295	0.132083	0.135134	55.0965s	0.000125
296	0.131985	0.135239	55.6711s	0.000125
297	0.13193	0.135793	56.4673s	0.000125
298	0.1318	0.135193	55.7452s	0.000125
299	0.132255	0.135141	55.6848s	0.000125
300	0.132069	0.135267	55.6997s	0.000125
301	0.131723	0.135008	55.383s	0.000125
302	0.131851	0.135685	55.7433s	0.000125
303	0.131569	0.135337	55.6726s	0.000125
304	0.131842	0.135149	55.7836s	0.000125
305	0.131769	0.134876	55.0425s	0.000125
306	0.131751	0.134887	55.4311s	0.000125
307	0.132163	0.134907	55.5699s	0.000125
308	0.132067	0.134721	56.4452s	0.000125
309	0.131352	0.134355	57.9787s	0.000125
310	0.131946	0.134966	55.4498s	0.000125
311	0.131432	0.135591	55.6125s	0.000125
312	0.131483	0.135215	57.9326s	0.000125
313	0.131552	0.135015	55.8013s	0.000125
314	0.131755	0.135236	55.7303s	0.000125
315	0.131521	0.13504	56.3096s	0.000125
316	0.131629	0.13509	55.7292s	0.000125
317	0.131159	0.135097	55.826s	0.000125
318	0.1316	0.135095	55.5809s	0.000125
319	0.131498	0.135044	55.8063s	0.000125
320	0.130912	0.134908	55.5508s	0.000125
321	0.131661	0.135383	55.1105s	0.000125
322	0.131919	0.13509	55.2167s	0.000125
323	0.131572	0.135246	55.882s	0.000125
324	0.131732	0.135589	55.7794s	0.000125
325	0.131362	0.135612	55.8728s	0.000125
326	0.131449	0.135334	55.5145s	0.000125
327	0.131175	0.134708	56.0815s	0.000125
328	0.131408	0.135093	55.5309s	0.000125
329	0.131323	0.135631	55.9308s	0.000125
330	0.131434	0.13518	55.6551s	0.000125
331	0.131246	0.135409	60.2494s	0.000125
332	0.131196	0.134851	55.4051s	0.000125
333	0.130712	0.135374	55.4525s	0.000125
334	0.131616	0.134602	54.9409s	0.000125
335	0.131355	0.13485	55.0774s	0.000125
336	0.131573	0.135	56.5521s	0.000125
337	0.131146	0.13554	55.2178s	0.000125
338	0.131278	0.135159	55.4622s	0.000125
339	0.131157	0.135227	55.7069s	0.000125
340	0.131157	0.135658	56.0238s	0.000125
341	0.131191	0.135863	55.1627s	0.000125
342	0.131173	0.135234	55.2594s	0.000125
343	0.130807	0.135331	55.6294s	0.000125
344	0.130792	0.13524	55.8786s	0.000125
345	0.131083	0.135328	54.9286s	0.000125
346	0.131322	0.135367	55.4632s	0.000125
347	0.1309	0.135646	56.8802s	0.000125
348	0.131287	0.135069	55.5927s	0.000125
349	0.130695	0.134655	55.3087s	6.25e-05
350	0.129988	0.135105	57.1107s	6.25e-05
351	0.130204	0.134772	57.8935s	6.25e-05
352	0.130768	0.135074	55.7009s	6.25e-05
353	0.130061	0.13513	55.6596s	6.25e-05
354	0.129982	0.135067	56.8062s	6.25e-05
355	0.130377	0.134887	56.221s	6.25e-05
356	0.129791	0.134697	55.4966s	6.25e-05
357	0.130255	0.13508	55.4085s	6.25e-05
358	0.129869	0.135149	55.4203s	6.25e-05
359	0.129893	0.134783	55.3459s	6.25e-05
360	0.130067	0.135144	57.9571s	6.25e-05
361	0.130073	0.135034	55.3095s	6.25e-05
362	0.129342	0.134714	55.5724s	6.25e-05
363	0.129885	0.134929	55.2516s	6.25e-05
364	0.129831	0.135067	55.7117s	6.25e-05
365	0.129803	0.13507	55.6674s	6.25e-05
366	0.129777	0.134957	55.1032s	6.25e-05
367	0.129418	0.134793	55.6683s	6.25e-05
368	0.129793	0.135014	55.7048s	6.25e-05
369	0.129796	0.13505	56.7008s	6.25e-05
370	0.129727	0.134922	55.9251s	6.25e-05
371	0.129594	0.134756	57.0674s	6.25e-05
372	0.129906	0.134656	55.9842s	6.25e-05
373	0.12968	0.134717	55.91s	6.25e-05
374	0.129662	0.134847	55.6363s	6.25e-05
375	0.129344	0.134584	55.7536s	6.25e-05
376	0.129542	0.134987	55.6807s	6.25e-05
377	0.129438	0.134843	55.5487s	6.25e-05
378	0.129657	0.134804	55.512s	6.25e-05
379	0.129644	0.134832	55.822s	6.25e-05
380	0.129326	0.134798	56.2531s	6.25e-05
381	0.129233	0.13493	55.6816s	6.25e-05
382	0.129134	0.134841	55.8879s	6.25e-05
383	0.129189	0.13486	55.8594s	6.25e-05
384	0.129341	0.134955	55.7937s	6.25e-05
385	0.129451	0.134934	55.4222s	6.25e-05
386	0.129367	0.135146	55.1925s	6.25e-05
387	0.129558	0.13486	58.0887s	6.25e-05
388	0.129164	0.134809	55.158s	6.25e-05
389	0.129269	0.134501	55.5435s	6.25e-05
390	0.129458	0.134737	55.6231s	6.25e-05
391	0.129549	0.134803	55.5967s	6.25e-05
392	0.129574	0.135179	58.077s	6.25e-05
393	0.12921	0.135211	55.3622s	6.25e-05
394	0.128934	0.13498	55.5163s	6.25e-05
395	0.129354	0.134775	55.8812s	6.25e-05
396	0.129624	0.134602	55.5748s	6.25e-05
397	0.129496	0.134891	55.9028s	6.25e-05
398	0.128994	0.134895	55.9576s	6.25e-05
399	0.129206	0.134806	55.5347s	6.25e-05
400	0.129349	0.134768	55.777s	6.25e-05
401	0.128901	0.1348	55.7963s	6.25e-05
402	0.129167	0.134567	55.7578s	6.25e-05
403	0.128873	0.134787	55.2814s	6.25e-05
404	0.129053	0.13484	55.6673s	6.25e-05
405	0.129115	0.135115	54.9284s	6.25e-05
406	0.129231	0.134529	55.9168s	6.25e-05
407	0.128697	0.134495	55.6277s	6.25e-05
408	0.129444	0.134755	55.7235s	6.25e-05
409	0.129285	0.134569	54.8855s	6.25e-05
410	0.129006	0.13475	54.9017s	6.25e-05
411	0.129565	0.13484	57.1075s	6.25e-05
412	0.128878	0.134741	55.3089s	6.25e-05
413	0.129076	0.134694	55.8199s	6.25e-05
414	0.129127	0.134756	56.7475s	6.25e-05
415	0.129125	0.135121	55.3165s	6.25e-05
416	0.129146	0.135262	55.2883s	6.25e-05
417	0.129199	0.135097	55.6927s	6.25e-05
418	0.129419	0.134516	55.3769s	6.25e-05
419	0.129157	0.134681	55.4385s	6.25e-05
420	0.129016	0.134436	55.2205s	6.25e-05
421	0.128877	0.13475	55.847s	6.25e-05
422	0.128662	0.134565	55.4945s	6.25e-05
423	0.128778	0.134649	55.6131s	6.25e-05
424	0.128838	0.134794	54.8603s	3.125e-05
425	0.128587	0.134737	54.9688s	3.125e-05
426	0.128088	0.134647	55.494s	3.125e-05
427	0.128721	0.134587	55.8114s	3.125e-05
428	0.12874	0.134481	55.6434s	3.125e-05
429	0.128772	0.134593	55.6396s	3.125e-05
430	0.128524	0.134898	55.4219s	3.125e-05
431	0.128288	0.134664	55.0125s	3.125e-05
432	0.128655	0.134871	55.5329s	3.125e-05
433	0.128857	0.134571	55.7099s	3.125e-05
434	0.128241	0.134674	55.1615s	3.125e-05
435	0.128191	0.134707	60.0938s	3.125e-05
436	0.128387	0.134688	57.1628s	3.125e-05
437	0.128056	0.134595	57.4395s	3.125e-05
438	0.128133	0.134471	55.5188s	3.125e-05
439	0.128327	0.134622	55.5407s	3.125e-05
440	0.128134	0.134548	55.3674s	3.125e-05
441	0.1284	0.134471	55.6483s	3.125e-05
442	0.128456	0.134512	55.6459s	3.125e-05
443	0.128266	0.13449	55.5469s	3.125e-05
444	0.128501	0.13451	56.3108s	3.125e-05
445	0.128282	0.134576	55.5529s	3.125e-05
446	0.128366	0.134447	55.3177s	3.125e-05
447	0.128067	0.134606	55.5208s	3.125e-05
448	0.128104	0.134552	55.8957s	3.125e-05
449	0.128418	0.134627	55.5831s	3.125e-05
450	0.127971	0.13476	55.3742s	3.125e-05
451	0.128339	0.134614	55.1176s	3.125e-05
452	0.128352	0.134758	55.4254s	3.125e-05
453	0.128164	0.134586	55.4097s	3.125e-05
454	0.128183	0.134566	54.9761s	3.125e-05
455	0.128253	0.134615	55.4661s	3.125e-05
456	0.127987	0.13449	55.693s	3.125e-05
457	0.12806	0.134717	55.6837s	3.125e-05
458	0.128021	0.134746	55.2457s	3.125e-05
459	0.128187	0.134778	55.3328s	3.125e-05
460	0.128223	0.134478	55.596s	3.125e-05
461	0.127738	0.134675	55.7548s	3.125e-05
462	0.127918	0.134812	55.7561s	3.125e-05
463	0.12835	0.134742	55.2677s	3.125e-05
464	0.127961	0.134447	55.5058s	3.125e-05
465	0.128187	0.134781	55.6666s	3.125e-05
466	0.128183	0.134833	57.0721s	3.125e-05
467	0.128105	0.134612	55.7264s	3.125e-05
468	0.12849	0.134756	55.5351s	3.125e-05
469	0.127652	0.134683	55.6417s	3.125e-05
470	0.127524	0.134581	55.992s	3.125e-05
471	0.12787	0.13469	55.1157s	3.125e-05
472	0.127976	0.134632	55.2473s	3.125e-05
473	0.127719	0.13459	55.4135s	3.125e-05
474	0.12778	0.134899	55.3462s	3.125e-05
475	0.127592	0.134492	55.5043s	3.125e-05
476	0.127424	0.13467	55.461s	3.125e-05
477	0.127637	0.134614	55.7501s	3.125e-05
478	0.127835	0.134643	55.9588s	3.125e-05
479	0.127727	0.134631	55.4559s	3.125e-05
480	0.127386	0.134611	55.651s	3.125e-05
481	0.12791	0.134686	55.9035s	3.125e-05
482	0.127841	0.134627	55.127s	3.125e-05
483	0.127761	0.134675	55.4536s	3.125e-05
484	0.127993	0.134834	55.6338s	3.125e-05
485	0.127932	0.134767	55.7304s	3.125e-05
486	0.127871	0.134317	55.928s	3.125e-05
487	0.127545	0.134731	56.0742s	3.125e-05
488	0.127974	0.134771	55.9154s	3.125e-05
489	0.12819	0.134625	55.6487s	3.125e-05
490	0.12744	0.134901	55.8034s	3.125e-05
491	0.127807	0.134752	55.6709s	3.125e-05
492	0.127919	0.134797	55.7915s	3.125e-05
493	0.127808	0.134637	55.6864s	3.125e-05
494	0.127718	0.134713	55.7439s	3.125e-05
495	0.127914	0.134733	55.65s	3.125e-05
496	0.127888	0.13457	55.5078s	3.125e-05
497	0.127695	0.134836	55.0046s	3.125e-05
498	0.12761	0.134743	55.202s	3.125e-05
499	0.127675	0.134719	57.7964s	3.125e-05
500	0.12747	0.134677	57.0929s	1.5625e-05
501	0.126961	0.134835	55.0099s	1.5625e-05
502	0.127339	0.134807	55.1293s	1.5625e-05
503	0.1274	0.134834	55.4457s	1.5625e-05
504	0.127491	0.134759	55.8262s	1.5625e-05
505	0.127369	0.134794	55.2252s	1.5625e-05
506	0.127888	0.134708	56.9044s	1.5625e-05
507	0.126694	0.134693	55.4304s	1.5625e-05
508	0.127037	0.134654	55.5818s	1.5625e-05
509	0.127484	0.134831	55.454s	1.5625e-05
510	0.1274	0.134817	55.073s	1.5625e-05
511	0.127831	0.134747	55.4228s	1.5625e-05
512	0.127216	0.134684	55.5214s	1.5625e-05
513	0.127461	0.13467	55.7939s	1.5625e-05
514	0.127265	0.134599	54.8966s	1.5625e-05
515	0.127008	0.134636	55.2424s	1.5625e-05
516	0.127394	0.134625	55.2757s	1.5625e-05
517	0.127316	0.134606	55.0928s	1.5625e-05
518	0.127346	0.134672	55.5008s	1.5625e-05
519	0.127204	0.13471	56.2263s	1.5625e-05
520	0.127281	0.134709	55.6309s	1.5625e-05
521	0.127029	0.134594	55.2194s	1.5625e-05
522	0.127463	0.134848	56.6929s	1.5625e-05
523	0.1274	0.134675	55.2926s	1.5625e-05
524	0.127204	0.134602	55.1682s	1.5625e-05
525	0.127398	0.134504	55.558s	1.5625e-05
526	0.127003	0.134591	55.6787s	1.5625e-05
527	0.127158	0.134787	55.7416s	1.5625e-05
528	0.127129	0.13457	55.0554s	1.5625e-05
529	0.127195	0.134468	54.9943s	1.5625e-05
530	0.127211	0.134604	55.5682s	1.5625e-05
531	0.127661	0.134769	55.857s	1.5625e-05
532	0.126942	0.134717	55.9053s	1.5625e-05
533	0.12701	0.134568	55.6059s	1.5625e-05
534	0.126935	0.134597	55.9793s	1.5625e-05
535	0.126756	0.134707	55.5088s	1.5625e-05
536	0.126971	0.13459	55.2893s	1.5625e-05
537	0.127167	0.134979	55.4258s	1.5625e-05
538	0.126819	0.134693	55.6543s	1.5625e-05
539	0.127616	0.13475	55.5399s	1.5625e-05
540	0.127022	0.134772	55.4698s	1.5625e-05
541	0.127092	0.134889	55.5546s	1.5625e-05
542	0.127406	0.134631	58.4769s	1.5625e-05
543	0.127445	0.134768	55.2221s	1.5625e-05
544	0.12717	0.134758	55.9493s	1.5625e-05
545	0.126968	0.134616	55.7137s	1.5625e-05
546	0.127396	0.134682	57.3358s	1.5625e-05
547	0.127481	0.134701	55.7618s	1.5625e-05
548	0.126846	0.134755	55.6161s	1.5625e-05
549	0.127468	0.134749	55.514s	1.5625e-05
550	0.127379	0.134688	55.5589s	1.5625e-05
551	0.127257	0.134547	55.6898s	1.5625e-05
552	0.127122	0.134689	55.8055s	1.5625e-05
553	0.126918	0.134705	55.4094s	1.5625e-05
554	0.127083	0.134564	56.6493s	1.5625e-05
555	0.127377	0.134624	55.8929s	1.5625e-05
556	0.12722	0.134629	55.2754s	1.5625e-05
557	0.127183	0.134567	55.5905s	1.5625e-05
558	0.126963	0.134714	55.4994s	1.5625e-05
559	0.127149	0.134694	55.6692s	1.5625e-05
560	0.126781	0.134617	56.594s	1.5625e-05
561	0.126899	0.134514	55.7209s	1.5625e-05
562	0.12701	0.13467	55.2956s	1.5625e-05
563	0.127206	0.134638	55.5261s	1.5625e-05
564	0.127032	0.134683	55.8318s	1.5625e-05
565	0.127205	0.13447	55.8438s	1.5625e-05
566	0.127086	0.134458	56.1797s	1.5625e-05
567	0.127358	0.134524	55.3069s	1.5625e-05
568	0.127041	0.134632	57.7411s	1.5625e-05
569	0.12702	0.13455	55.5073s	1.5625e-05
570	0.126792	0.134528	55.7631s	1.5625e-05
571	0.127484	0.134482	55.5332s	1.5625e-05
572	0.127153	0.134543	55.5298s	1.5625e-05
573	0.127112	0.134658	55.9745s	1.5625e-05
574	0.127131	0.134523	55.5303s	1.5625e-05
575	0.126973	0.134506	55.299s	7.8125e-06
576	0.127376	0.134485	55.331s	7.8125e-06
577	0.127037	0.134628	55.4504s	7.8125e-06
578	0.126613	0.134651	55.516s	7.8125e-06
579	0.127268	0.134675	55.7839s	7.8125e-06
580	0.127314	0.134575	55.376s	7.8125e-06
581	0.127109	0.134597	55.4803s	7.8125e-06
582	0.127035	0.134588	55.6387s	7.8125e-06
583	0.127196	0.134667	55.8176s	7.8125e-06
584	0.127018	0.134648	55.2696s	7.8125e-06
585	0.126636	0.13465	55.9211s	7.8125e-06
586	0.126673	0.134658	55.6198s	7.8125e-06
587	0.126633	0.134657	54.8658s	7.8125e-06
